symbol,token_address,coingecko_id,always_watch,exchange,borsa
MIM,0x99d8a9c45b2eca8864373a26d1459e3dff1e17f3,magic-internet-money,False,"binance,gate",binance
MRING,0xd59d7d2e955533fcd21641da8a70eae9624a3c49,magicring,False,"binance,gate",binance
MAGIC,0x435cbf7c09e01d6a07b9997770f7b9d1ab754020,magnificent-7777,False,"binance,gate",binance
MAG,0x71da932ccda723ba3ab730c976bc66daaf9c598c,magnify-cash,False,"binance,gate",binance
MAG,0xb9d4b6dc1e1ee3577cc442de015cc11f238b35ed,magnum-2,False,"binance,gate",binance
MAHA,0x745407c86df8db893011912d3ab28e68b62e49b0,mahadao,False,"binance,gate",binance
MAI,0x71d898c440af10566cea48e12c01f435ec788c7a,mai,False,"binance,gate",binance
EMAID,0x329c6e459ffa7475718838145e5e85802db2a303,maidsafecoin,False,"binance,gate",binance
MFT,0xdf2c7238198ad8b389666574f2d8bc411a4b7428,mainframe,False,"binance,gate",binance
MAHA,0xf7554eac0bf20d702e69d08c425e817abb976aea,make-america-healthy-again,False,"binance,gate",binance
MEGA,0xc06bf3589345a81f0c2845e4db76bdb64bbbbc9d,make-eth-great-again,False,"binance,gate",binance
MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,maker,False,"binance,gate",binance
MAMBO,0x404d3295c8b1c61662068db584125a7ebcc0d651,mambo,False,"binance,gate",binance
MANC,0xe0c05ec44775e4ad62cdc2eecdf337aa7a143363,mancium,False,"binance,gate",binance
MDX,0x947aeb02304391f8fbe5b25d7d98d649b57b1788,mandala-exchange-token,False,"binance,gate",binance
MANDOX,0x7a8adcf432ebcc2311b955d176ee4bfed13bb9a7,mandox-2,False,"binance,gate",binance
FOLD,0xd084944d3c05cd115c09d072b9f44ba3e0e45921,manifold-finance,False,"binance,gate",binance
MNT,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,mantle,False,"binance,gate",binance
CMETH,0xe6829d9a7ee3040e1276fa75293bde931859e8fa,mantle-restaked-eth,False,"binance,gate",binance
METH,0xd5f7838f5c461feff7fe49ea5ebaf7728bb0adfa,mantle-staked-ether,False,"binance,gate",binance
OM,0x3593d125a4f7849a1b059e64f4517a86dd60c95d,mantra-dao,False,"binance,gate",binance
MANYU,0x72e228cdfdc77a36048a7ef62485be11b6d3b25e,manyu-the-shiba-inu,False,"binance,gate",binance
MPL,0x33349b282065b0284d756f0577fb39c158f935e6,maple,False,"binance,gate",binance
MAPO,0x66d79b8f60ec93bfce0b56f5ac14a2714e509a99,marcopolo,False,"binance,gate",binance
MFI,0xaa4e3edb11afa93c41db59842b29de64b72e355b,marginswap,False,"binance,gate",binance
PEAK,0x630d98424efe0ea27fb1b3ab7741907dffeaad78,marketpeak,False,"binance,gate",binance
POND,0x57b946008913b82e4df85f501cbaed910e58d26c,marlin,False,"binance,gate",binance
MARS,0xb8d6196d71cdd7d90a053a7769a077772aaac464,mars-2,False,"binance,gate",binance
MARS4,0x16cda4028e9e872a38acb903176719299beaed87,mars4,False,"binance,gate",binance
MAAI,0x716457d3ee671231e3a9fd320940e88ac247a733,mars-ai,False,"binance,gate",binance
MSI,0xc4c75f2a0cb1a9acc33929512dc9733ea1fd6fde,martin-shkreli-inu,False,"binance,gate",binance
$MARU,0x7afd0d633e0a2b1db97506d97cadc880c894eca9,marutaro-2,False,"binance,gate",binance
MARV,0x3bb1be077f3f96722ae92ec985ab37fd0a0c4c51,marv,False,"binance,gate",binance
MARVIN,0x55a380d134d722006a5ce2d510562e1239d225b1,marvin-inu,False,"binance,gate",binance
MARVIN,0x85bea4ee627b795a79583fcede229e198aa57055,marvin-inu-2,False,"binance,gate",binance
MASA,0x944824290cc12f31ae18ef51216a223ba4063092,masa-finance,False,"binance,gate",binance
MASK,0x69af81e73a73b40adf4f3d4223cd9b1ece623074,mask-network,False,"binance,gate",binance
MASQ,0x06f3c323f0238c72bf35011071f2b5b7f43a054c,masq,False,"binance,gate",binance
MVL,0xa849eaae994fb86afa73382e9bd88c2b6b18dc71,mass-vehicle-ledger,False,"binance,gate",binance
MDEX,0xf0610eb7d8ee12d59412da32625d5e273e78ff0b,masterdex,False,"binance,gate",binance
MESLBR,0x0af0e83d064f160376303ac67dd9a7971af88d4c,match-finance-eslbr,False,"binance,gate",binance
MTRM,0xcd17fa52528f37facb3028688e62ec82d9417581,materium,False,"binance,gate",binance
MATH,0x08d967bb0134f2d07f7cfb6e246680c53927dd30,math,False,"binance,gate",binance
MATIC,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,matic-network,False,"binance,gate",binance
MATICPO,0x7c9f4c87d911613fe9ca58b579f737911aad2d43,matic-wormhole,False,"binance,gate",binance
MATO,0xfc7ea2eb0e0ba0d1d1951ce0a12999f761cfdb98,mato-the-mouse,False,"binance,gate",binance
MAX,0xb7109df1a93f8fe2b8162c6207c9b846c1c68090,matr1x,False,"binance,gate",binance
MATRIX,0x362033a25b37603d4c99442501fa7b2852ddb435,matrix-3,False,"binance,gate",binance
XAUM,0x2103e845c5e135493bb6c2a4f0b8651956ea8682,matrixdock-gold,False,"binance,gate",binance
MDF,0x1a57367c6194199e5d9aea1ce027431682dfb411,matrixetf,False,"binance,gate",binance
MATRIX,0xc8d3dcb63c38607cb0c9d3f55e8ecce628a01c36,matrixswap,False,"binance,gate",binance
MATRIX,0xf2fc894381792ded27a7f08d9f0f246363cbe1ea,matrix-win,False,"binance,gate",binance
MATT,0x7087c92ec764e75e7be7701eba15cd95d90f501f,matt,False,"binance,gate",binance
MATT,0x790814cd782983fab4d7b92cf155187a865d9f18,matt-0x79,False,"binance,gate",binance
BOYSCLUB,0x6968676661ac9851c38907bdfcc22d5dd77b564d,matt-furie-s-boys-club,False,"binance,gate",binance
MAUSDC,0xa5269a8e31b93ff27b887b56720a25f844db0529,mausdc,False,"binance,gate",binance
MAUSDT,0xafe7131a57e44f832cb2de78ade38cad644aac2f,mausdt,False,"binance,gate",binance
MAV,0x7448c7456a97769f6cd04f1e83a4a23ccdc46abd,maverick-protocol,False,"binance,gate",binance
MVRK,0xec2fbe79236fa86bf2aa5d674dea20e2a1e7b01a,mavryk-network,False,"binance,gate",binance
MAXI,0xf5174c9752c46208c30d0f1870b326c9a20c0679,maximize-ai,False,"binance,gate",binance
BASE,0xe9f84d418b008888a992ff8c6d22389c2c3504e0,maximus-base,False,"binance,gate",binance
MAXI,0x0d86eb9f43c57f6ff3bc9e23d8f9d82503f0e84b,maximus-dao,False,"binance,gate",binance
DECI,0x6b32022693210cd2cfc466b9ac0085de8fc34ea6,maximus-deci,False,"binance,gate",binance
LUCKY,0x6b0956258ff7bd7645aa35369b55b61b8e6d6140,maximus-lucky,False,"binance,gate",binance
PARTY,0x4581af35199bbde87a89941220e04e27ce4b0099,maximus-pool-party,False,"binance,gate",binance
TRIO,0xf55cd1e399e1cc3d95303048897a680be3313308,maximus-trio,False,"binance,gate",binance
MAXETH,0x68ad75469db9181a1144e769c16adf47f2f32cae,max-on-eth,False,"binance,gate",binance
MAX,0xe7976c4efc60d9f4c200cc1bcef1a1e3b02c73e7,max-token,False,"binance,gate",binance
CAT,0x122303734c898e9d233affc234271f04e42e77ad,maxwell-the-spinning-cat,False,"binance,gate",binance
MPRA,0xec1227bfb3e76d7a2a9bca24d9e98f68de8bf808,maya-preferred-223,False,"binance,gate",binance
MAZI,0x5b8650cd999b23cf39ab12e3213fbc8709c7f5cb,mazimatic,False,"binance,gate",binance
MAZZE,0x4a029f7bcf33acb03547d8fa7be840347973e24e,mazze,False,"binance,gate",binance
MBD,0xaaf449bf8a33a32575c31ba8cbb90612dd95acfa,mbd-financials,False,"binance,gate",binance
MCB,0x4e352cf164e64adcbad318c3a1e222e9eba4ce42,mcdex,False,"binance,gate",binance
MCF,0xe33ae4e795114279721047484e5ad5cc7df24fcb,mcfinance,False,"binance,gate",binance
MCHC,0xd69f306549e9d96f183b1aeca30b8f4353c2ecc3,mch-coin,False,"binance,gate",binance
MCONTENT,0xd3c51de3e6dd9b53d7f37699afb3ee3bf9b9b3f4,mcontent,False,"binance,gate",binance
PEPES,0x6bf765c43030387a983f429c1438e9d2025b7e12,mcpepe-s,False,"binance,gate",binance
MRT,0x4c6dfa353b67832a23d26e17b0737819c624437c,meana-raptor,False,"binance,gate",binance
MEAN,0x9b25889c493ae6df34ceef1ecb10d77c1ba73318,meanfi,False,"binance,gate",binance
MDT,0x814e0908b12a99fecf5bc101bb5d0b8b5cdf7d26,measurable-data-token,False,"binance,gate",binance
$MECHA,0xc5bcc8ba3f33ab0d64f3473e861bdc0685b19ef5,mechachain,False,"binance,gate",binance
MLT,0x9506d37f70eb4c3d79c398d326c871abbf10521d,media-licensing-token,False,"binance,gate",binance
MEDIA,0xdb726152680ece3c9291f1016f1d36f3995f6941,media-network,False,"binance,gate",binance
MTN,0x41dbecc1cdc5517c6f76f6a6e836adbee2754de3,medicalchain,False,"binance,gate",binance
MVEDA,0xcbe7142f5c16755d8683ba329efa1abf7b54482d,medicalveda,False,"binance,gate",binance
MDI,0x848896470d989f30503d8f883c331f63b73b66ea,medicle,False,"binance,gate",binance
FAKT,0x0262e9374e95b9667b78136c3897cb4e4ef7f0c2,medifakt,False,"binance,gate",binance
MEDUSA,0xe34ba9cbdf45c9d5dcc80e96424337365b6fe889,medusa-3,False,"binance,gate",binance
MEEB,0x641927e970222b10b2e8cdbc96b1b4f427316f16,meeb-vault-nftx,False,"binance,gate",binance
MEED,0x8503a7b00b4b52692cc6c14e5b96f142e30547b7,meeds-dao,False,"binance,gate",binance
MEG,0x0ede75b5f548e0d37f494368f4fa4982b6d0630a,meg4mint,False,"binance,gate",binance
MEGADEATH,0x6c3d78e55fc939da4ca94760f6b27c3425a7a865,megadeath-pepe,False,"binance,gate",binance
MEGA,0x99cffb50aad37d17955253f3a4070556b5127a0b,megalodon,False,"binance,gate",binance
MEGA,0x5c2d8b2c6c0289aa514f42e0b5423f20b99177ac,megaoneth,False,"binance,gate",binance
MYC,0xd939212f16560447ed82ce46ca40a63db62419b5,mega-yacht-cult,False,"binance,gate",binance
MEH,0x1f38d22f4ec3479c8268c85476b9418716bdb115,meh-3,False,"binance,gate",binance
MELD,0x333000333b26ee30214b4af6419d9ab07a450400,meld-2,False,"binance,gate",binance
MELLOW,0x6942040b6d25d6207e98f8e26c6101755d67ac89,mellow-man,False,"binance,gate",binance
MELO,0x0da2082905583cedfffd4847879d0f1cf3d25c36,melo,False,"binance,gate",binance
MLN,0xec67005c4e498ec7f55e092bd1d35cbc47c91892,melon,False,"binance,gate",binance
MELON,0x37dba54fdc402aff647ce06c66972f5d662c326d,melon-2,False,"binance,gate",binance
MELOS,0x1afb69dbc9f54d08dab1bd3436f8da1af819e647,melos-studio,False,"binance,gate",binance
MEMEAI,0x695d38eb4e57e0f137e36df7c1f0f2635981246b,meme-ai-coin,False,"binance,gate",binance
MMA,0x9b3a8159e119eb09822115ae08ee1526849e1116,meme-alliance,False,"binance,gate",binance
MEM,0x42dbbd5ae373fea2fc320f62d44c058522bb3758,memecoin,False,"binance,gate",binance
MEME,0xb131f4a55907b10d1f0a50d8ab8fa09ec342cd74,memecoin-2,False,"binance,gate",binance
MIKO,0x4e09ac09eb332f4dd167b8bfb90c7f247f7350ac,memecoingirl,False,"binance,gate",binance
MEMECUP,0xa2b8e02ce95b54362f8db7273015478dd725d7e7,meme-cup,False,"binance,gate",binance
MEMD,0x7a786dac1f315c8a0e9962172ad8ae0c04d9c9b6,memedao,False,"binance,gate",binance
MEMELON,0x2c8ea636345a231e4b1a28f6eeb2072ed909c406,meme-elon-doge-floki-2,False,"binance,gate",binance
TOYBOX,0xb9f69c75a3b67425474f8bcab9a3626d8b8249e1,memefi-toybox-404,False,"binance,gate",binance
MMTR,0xb8a4350edafd7af34164dd5870e49e28393ff3ec,memeinator,False,"binance,gate",binance
MEMEX,0xb214b79eac9378a56d14d6e6d452150c80d6ad79,meme-index,False,"binance,gate",binance
MK,0x9fdfb933ee990955d3219d4f892fd1f786b47c9b,meme-kombat,False,"binance,gate",binance
MK,0xca76bf98b6e44df7360da8650e701f6d9d94bb58,memelinked,False,"binance,gate",binance
$MEMEME,0x1a963df363d01eebb2816b366d61c917f20e1ebe,mememe,False,"binance,gate",binance
MGLS,0xda251891e21e6edb0e6828e77621c7b98ea4e8ba,meme-moguls,False,"binance,gate",binance
MEMES,0x19af07b52e5faa0c2b1e11721c52aa23172fe2f5,memes-street,False,"binance,gate",binance
MEOW,0xd561a593d9dd8b9a0e3a487dfb517c9371d6dda7,meow-meme,False,"binance,gate",binance
MTO,0xe66b3aa360bb78468c00bebe163630269db3324f,merchant-token,False,"binance,gate",binance
MRCH,0xbed4ab0019ff361d83ddeb74883dac8a70f5ea1e,merchdao,False,"binance,gate",binance
MRCHR,0x94a21565c923d2f75b3fcef158960a8b7e6ed07d,merchminter,False,"binance,gate",binance
MC,0x949d48eca67b17269629c7194f4b727d4ef9e5d6,merit-circle,False,"binance,gate",binance
MERL,0xa0c56a8c0692bd10b3fa8f8ba79cf5332b7107f9,merlin-chain,False,"binance,gate",binance
M-BTC,0x2f913c820ed3beb3a67391a6eff64e70c4b20b19,merlin-s-seal-btc,False,"binance,gate",binance
AIMR,0xcfd16933cb1579eee9fe6031686534e87353b148,meromai,False,"binance,gate",binance
MSN,0xaa247c0d81b83812e1abf8bab078e4540d87e3fb,meson-network,False,"binance,gate",binance
M87,0x80122c6a83c8202ea365233363d3f4837d13e888,messier,False,"binance,gate",binance
MTA,0xa3bed4e1c75d00fa6f4e5e6922db7261b5e9acd2,meta,False,"binance,gate",binance
MBX,0x144805be43c48ef85435c94e0da4cb4efb1ab4f3,metablox,False,"binance,gate",binance
$BRAWL,0xf38deb975d9a34bc2b8f678de0c1d53692363851,metabrawl,False,"binance,gate",binance
MAK,0xc283c54df1d858570071a053057806ae73cb6a64,metacene,False,"binance,gate",binance
META,0xde2f7766c8bf14ca67193128535e5c7454f8387c,metadium,False,"binance,gate",binance
METADOGE,0x8530b66ca3ddf50e0447eae8ad7ea7d5e62762ed,meta-doge,False,"binance,gate",binance
MGG,0x7237c0b30b1355f1b76355582f182f6f04b08740,metagaming-guild,False,"binance,gate",binance
METAL,0x294559fa758c88d639fd085751e463fee7806eab,metal-blockchain,False,"binance,gate",binance
XMT,0x3e5d9d8a63cc8a88748f229999cf59487e90721e,metalswap,False,"binance,gate",binance
MEMAGX,0x857de36f92330e1b9a21e8745c692f2ce13866cb,meta-masters-guild-games,False,"binance,gate",binance
MMAI,0xaa0c5b3567fd1bac8a2a11eb16c3f81a49eea90f,metamonkeyai,False,"binance,gate",binance
MONOPOLY,0x7d4a7be025652995364e0e232063abd9e8d65e6e,meta-monopoly,False,"binance,gate",binance
METANO,0x9d9e399e5385e2b9a58d4f775a1e16441b571afb,metano,False,"binance,gate",binance
MOTG,0x171d76d931529384639bc9aad5b77b77041ed604,metaoctagon,False,"binance,gate",binance
MPDAO,0x798bcb35d2d48c8ce7ef8171860b8d53a98b361d,meta-pool,False,"binance,gate",binance
PUNKETH-20,0xc975342a95ccb75378ddc646b8620fa3cd5bc051,metastreet-v2-mwsteth-wpunks-20,False,"binance,gate",binance
MVI,0x72e364f2abdc788b7e918bc238b21f109cd634d7,metaverse-index,False,"binance,gate",binance
MESA,0x5afff9876c1f98b7d2b53bcb69eb57e92408319f,metavisa,False,"binance,gate",binance
MZERO,0x328a268b191ef593b72498a9e8a481c086eb21be,metazero,False,"binance,gate",binance
MZM,0x61b57bdc01e3072fab3e9e2f3c7b88d482734e05,metazoomee,False,"binance,gate",binance
EMTRG,0xbd2949f67dcdc549c6ebe98696449fa79d988a9f,meter-governance-mapped-by-meter-io,False,"binance,gate",binance
COOK,0x9f0c013016e8656bc256f948cd4b79ab25c7b94d,meth-protocol,False,"binance,gate",binance
METIS,0x9e32b13ce7f2e80a01932b42553652e053d6ed8e,metis-token,False,"binance,gate",binance
MET,0x2ebd53d035150f328bd754d6dc66b99b0edb89aa,metronome,False,"binance,gate",binance
MTLX,0x2e1e15c44ffe4df6a0cb7371cd00d5028e571d14,mettalex,False,"binance,gate",binance
MCCBBTC,0x98cf0b67da0f16e1f8f1a1d23ad8dc64c0c70e0b,mev-capital-cbbtc,False,"binance,gate",binance
MC.EUSDC,0x1265a81d42d513df40d0031f8f2e1346954d665a,mev-capital-elixir-usdc,False,"binance,gate",binance
MC.WM,0xfbdee8670b273e12b019210426e70091464b02ab,mev-capital-m-0-morpho-vault,False,"binance,gate",binance
PWBTC,0x2f1abb81ed86be95bcf8178ba62c8e72d6834775,mev-capital-pendle-wbtc,False,"binance,gate",binance
MC.USD0,0xc0a14627d6a23f70c809777ced873238581c1032,mev-capital-usd0-morpho-vault,False,"binance,gate",binance
USUALUSDC+,0xd63070114470f685b75b74d60eec7c1113d33a3d,mev-capital-usual-boosted-usdc-morpho-vault,False,"binance,gate",binance
USUALUSDT,0x225c119ffaf1caddcfcdb493283edf4b816bf773,mev-capital-usual-boosted-usdt,False,"binance,gate",binance
MCWBTC,0x1c530d6de70c05a81bf1670157b9d928e9699089,mev-capital-wbtc,False,"binance,gate",binance
MCWETH,0x9a8bc3b04b7f3d87cfc09ba407dced575f2d61d8,mev-capital-weth,False,"binance,gate",binance
MEV,0xb3cb8d5aeff0f4d1f432f353309f47b885e404e3,meverse,False,"binance,gate",binance
MEVETH,0x24ae2da0f361aa4be46b48eb19c91e02c5e4f27e,meveth,False,"binance,gate",binance
MXNT,0xed03ed872159e199065401b6d0d487d78d9464aa,mexican-peso-tether,False,"binance,gate",binance
MEZZ,0xc4c346edc55504574cceb00aa1091d22404a4bc3,mezz,False,"binance,gate",binance
MFERS,0xad913dcd987fe54ce823e4b755f90598cd62bb15,mfers,False,"binance,gate",binance
MAI,0x24d73bca2bd9c3a61e99dfc7cb86d3c379ebded7,micro-ai,False,"binance,gate",binance
MBERRY,0x334bd3375fe5bb8aa003e0e6ce880abada57ac89,microberry,False,"binance,gate",binance
$MICRO,0x8cedb0680531d26e62abdbd0f4c5428b7fdc26d5,micro-gpt,False,"binance,gate",binance
MCT,0x6876eba317272fe221c67405c5e8eb3b24535547,microtuber,False,"binance,gate",binance
MBASIS,0x2a8c22e3b10036f3aef5875d04f8441d4188b656,midas-basis-trading-token,False,"binance,gate",binance
MBTC,0x007115416ab6c266329a03b09a8aa39ac2ef7d9d,midas-btc-yield-token,False,"binance,gate",binance
MEDGE,0xbb51e2a15a9158ebe2b0ceb8678511e063ab7a55,midas-medge,False,"binance,gate",binance
MMEV,0x030b69280892c888670edcdcd8b69fd8026a0bf3,midas-mmev,False,"binance,gate",binance
MRE7YIELD,0x87c9053c819bb28e0d73d33059e1b3da80afb0cf,midas-mre7yield,False,"binance,gate",binance
MTBILL,0xdd629e5241cbc5919847783e6c96b2de4754e438,midas-mtbill,False,"binance,gate",binance
MIDAS,0x5accb2e5c22d84bc2e34decd9b769a0c46b0deba,midas-of-defi,False,"binance,gate",binance
CULT,0x0000000000c5dc95539589fbd24be07c6c14eca4,milady-cult-coin,False,"binance,gate",binance
LADYS,0x12970e6868f88f6557b76120662c1b3e50a646bf,milady-meme-coin,False,"binance,gate",binance
MILADY,0x227c7df69d3ed1ae7574a1a7685fded90292eb48,milady-vault-nftx,False,"binance,gate",binance
MILEI,0x1a11ea9d61588d756d9f1014c3cf0d226aedd279,milei-token,False,"binance,gate",binance
MVC,0x581911b360b6eb3a14ef295a83a91dc2bce2d6f7,mileverse,False,"binance,gate",binance
MILK,0xf31826269ac7f452b1274cc884812f426c18ddca,milk-coin,False,"binance,gate",binance
MM,0xc3c221fe28c33814c28c822b631fd76047ef1a63,millimeter,False,"binance,gate",binance
MM,0x6b4c7a5e3f0b99fcd83e9c089bddd6c7fce5c611,million,False,"binance,gate",binance
MILO,0x8b8f9419ed9fd8c168128bf05c5d5fe7b17fe11d,milo-token,False,"binance,gate",binance
MNTO,0x97a9bac06f90940bce9caec2b880ff17707519e4,minato,False,"binance,gate",binance
MDAI,0xb549116ac57b47c1b365a890e1d04fd547dfff97,mindai,False,"binance,gate",binance
MND,0xa0dd6dd7775e93eb842db0aa142c9c581031ed3b,mind-language,False,"binance,gate",binance
FHE,0xd55c9fb62e176a8eb6968f32958fefdd0962727e,mind-network,False,"binance,gate",binance
MIND,0xefc814a4c676a7314a13954e283de6cef597e6b2,mind-of-pepe,False,"binance,gate",binance
MINDS,0xb26631c6dda06ad89b93c71400d25692de89c068,minds,False,"binance,gate",binance
MVERSE,0xf67366e83cc9b115ef8cca93baed1f03e6d3ca9a,mindverse,False,"binance,gate",binance
MNB,0x42b91f1d05afea671a2da3c780eda2abf0a2a366,mineable,False,"binance,gate",binance
MBASE,0x291aa47c58558adfc2bcd6f060578fdae1f6570c,minebase,False,"binance,gate",binance
DAR,0x081131434f93063751813c619ecca9c4dc7862a3,mines-of-dalarnia,False,"binance,gate",binance
BARRON,0x1f70300bce8c2302780bd0a153ebb75b8ca7efcb,mini-donald,False,"binance,gate",binance
MTD,0x809e130e10e787139c54e1d12d3d1971b7a675bf,minted,False,"binance,gate",binance
MNTE,0x94d40b49f020bfebba1a80a0191eb3737b90e8d3,mintera,False,"binance,gate",binance
MINTY,0x149cac67f1cd5d80651e7c9bb359ec285d821a05,minterest,False,"binance,gate",binance
ML,0x059956483753947536204e89bfad909e1a434cc6,mintlayer,False,"binance,gate",binance
MNTX,0x5c697fee285b513711a816018dbb34dc0cfc4875,minutes-network-token,False,"binance,gate",binance
MIPRAMI,0x6f49ee65d1f7953b8724c0c15e22ad189fecd579,mi-prami-le-kibro,False,"binance,gate",binance
MIRX,0xec12e2d7acd850fe3953d1dbf860f523914654a7,mirada-ai,False,"binance,gate",binance
MIRAI,0x42c83a91b3a79de5488cd9280a4df564e13a79ee,mirai-2,False,"binance,gate",binance
MIRAI,0x81987681443c156f881b70875724cc78b08ada26,mirai-the-whiterabbit,False,"binance,gate",binance
MIR,0x09a3ecafa817268f77be1283176b946c4ff2e608,mirror-protocol,False,"binance,gate",binance
MSB,0x84c722e6f1363e8d5c6db3ea600bef9a006da824,misbloc,False,"binance,gate",binance
MISHA,0x0ccae1bc46fb018dd396ed4c45565d4cb9d41098,misha,False,"binance,gate",binance
MITH,0x3893b9422cd5d70a81edeffe3d5a1c6a978310bb,mithril,False,"binance,gate",binance
MIS,0x024b6e7dc26f4d5579bdd936f8d7bc31f2339999,mithril-share,False,"binance,gate",binance
MIX,0x5d285f735998f36631f678ff41fb56a10a4d0429,mixmarvel,False,"binance,gate",binance
MNEE,0x8ccedbae4916b79da7f3f612efb2eb93a2bfd6cf,mnee-usd-stablecoin,False,"binance,gate",binance
RMNER,0x4fd67c2d9e8c4fdd9c66954bafe124ca50fc1819,mner-club,False,"binance,gate",binance
MOBY,0x40a7df3df8b56147b781353d379cb960120211d7,moby,False,"binance,gate",binance
MOCA,0xf944e35f95e819e752f3ccb5faf40957d311e8c5,mocaverse,False,"binance,gate",binance
MOMA,0xbd1848e1491d4308ad18287a745dd4db2a4bd55b,mochi-market,False,"binance,gate",binance
MOD,0xea1ea0972fa092dd463f2968f9bb51cc4c981d71,modefi,False,"binance,gate",binance
MODEX,0x4bcea5e4d0f6ed53cf45e7a28febb2d3621d7438,modex,False,"binance,gate",binance
MODULE,0xb01b6a7ef8560017aa59a990e39f26b8df29f80f,module,False,"binance,gate",binance
MOE,0xcba78d126f0b1feda0c538bcaf4c852a7a171099,moe,False,"binance,gate",binance
MOE,0x7d3b4f8d5dd14a0c263c4bee7be434c15e188d3e,moe-2,False,"binance,gate",binance
MOG,0xaaee1a9723aadb7afa2810263653a34ba2c21c7a,mog-coin,False,"binance,gate",binance
MOGE,0x433f62964edd67d7349088fe44544f822f863a6c,moge,False,"binance,gate",binance
STARS,0xc55c2175e90a46602fd42e931f62b3acc1a013ca,mogul-productions,False,"binance,gate",binance
MOGUL,0x88fd59e1dd3715a98bb66149da9c944d9e795c12,mogul-productions-2,False,"binance,gate",binance
MOGU,0x3256cade5f8cb1256ac2bd1e2d854dec6d667bdf,mogutou,False,"binance,gate",binance
SALMAN,0x69bb12b8ee418e4833b8debe4a2bb997ab9ce18e,mohameme-bit-salman,False,"binance,gate",binance
MOJO,0x07ddacf367f0d40bd68b4b80b4709a37bdc9f847,mojo,False,"binance,gate",binance
MOKA,0x79eddec7f9648cf9953db39507efa9f772c83c6e,mokens-league,False,"binance,gate",binance
VITA-FAST,0x6034e0d6999741f07cb6fb1162cbaa46a1d33d36,molecules-of-korolchuk-ip-nft,False,"binance,gate",binance
MOLLARS,0x385d65ed9241e415cfc689c3e0bcf5ab2f0505c2,mollarstoken,False,"binance,gate",binance
MOLLY,0xbdbe9f26918918bd3f43a0219d54e5fda9ce1bb3,molly,False,"binance,gate",binance
MOLTEN,0x66e535e8d2ebf13f49f3d49e5c50395a97c137b1,molten-2,False,"binance,gate",binance
MOMO V2,0x08d0222a206d1aee59a9b66969c04fd1e8a0f864,momo-v2,False,"binance,gate",binance
MONAI,0x8c282c35b5e1088bb208991c151182a782637699,monai,False,"binance,gate",binance
LISA,0xb94acdf8662cd955f137e0c9c9fba535c87b57b4,mona-token,False,"binance,gate",binance
MONA,0x275f5ad03be0fa221b4c6649b8aee09a42d9412a,monavale,False,"binance,gate",binance
MNDCC,0xcdb9d30a3ba48cdfcb0ecbe19317e6cf783672f1,mondo-community-coin,False,"binance,gate",binance
EURE,0x3231cb76718cdef2155fc47b5286d82e6eda273f,monerium-eur-money,False,"binance,gate",binance
EURE,0x39b8b6385416f4ca36a20319f70d28621895279d,monerium-eur-money-2,False,"binance,gate",binance
MNTA,0x5b342f03d126314d925fa57a45654f92905e6451,moneta-2,False,"binance,gate",binance
MTH,0xaf4dce16da2877f8c9e00544c93b62ac40631f16,monetha,False,"binance,gate",binance
BIPS,0x5cb888182fbffdb62c08fb4b5a343914f00fdfee,moneybrain-bips,False,"binance,gate",binance
MONG,0x1ce270557c1f68cfb577b856766310bf8b47fd9c,mongcoin,False,"binance,gate",binance
MONGOOSE,0xa1817b6d8d890f3943b61648992730373b71f156,mongoose,False,"binance,gate",binance
MONKAS,0xdc7ac5d5d4a9c3b5d8f3183058a92776dc12f4f3,monkas,False,"binance,gate",binance
MONKE,0x18cc2ba8995c6307e355726244adb023cf00522f,monke,False,"binance,gate",binance
MONKE,0xc8168d5665f4418353728ac970713e09c0b7c20e,monke-coin,False,"binance,gate",binance
MONKE,0xb624960aaad05d433075a5c9e760adec26036934,monke-coin-eth,False,"binance,gate",binance
MONKEI,0x28b7f370a2b0fd04a9f420c8863b12f35c0f791a,monkei,False,"binance,gate",binance
MONKEYS,0xf2a22b900dde3ba18ec2aef67d4c8c1a0dab6aac,monkeys,False,"binance,gate",binance
MSI,0x2be8e422cb4a5a7f217a8f1b0658952a79132f28,monkey-shit-inu,False,"binance,gate",binance
MONKEYS,0x9ce07410673206c693bcec9b07710767637a564c,monkeys-token,False,"binance,gate",binance
MNS,0x53884b61963351c283118a8e1fc05ba464a11959,monnos,False,"binance,gate",binance
MONONOKE-INU,0x4da08a1bff50be96bded5c7019227164b49c2bfc,mononoke-inu,False,"binance,gate",binance
MON,0xc555d625828c4527d477e595ff1dd5801b4a600e,mon-protocol,False,"binance,gate",binance
MOOCOW,0x67d9c7daecc5b87c3e68ac89f33ee924fac88c05,moo-cow,False,"binance,gate",binance
MOOD,0xed61755893418c11a0e1c3137147f93b956cb5c4,mood-ai,False,"binance,gate",binance
MOODENG,0x28561b8a2360f463011c16b6cc0b0cbef8dbbcad,moo-deng-2,False,"binance,gate",binance
MLH,0xdf87270e04bc5ac140e93571d0dd0c6f4a058b41,moolahverse,False,"binance,gate",binance
MOON,0xb2490e357980ce57bf5745e181e537a64eb367b1,moon,False,"binance,gate",binance
